j ;Ptz;t ;K;DA ;DB ;DC ;DD ;Y ;Pt;Pe;Zg;Zw;PtA ;PtB ;PtC ;PtD ;PtS;E;PeA ;PeB ;PeC ;PeD ;ZgA;ZwB;ZwC;ZwD;RA;RB;RC;RD
4315;100,8;15,6;244,9;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4316;102,4;15,6;264,1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4317;102,7;15,6;264,1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4318;101;15,6;264,1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4319;90,5;15,6;290,0;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4320;80,2;15,6;260,2;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4321;66,4;15,6;208,4;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4322;63,6;15,6;196,3;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4323;64,4;15,6;196,3;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4324;67;15,6;196,3;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4325;70,6;15,6;193,6;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4326;79,9;15,6;196,3;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4327;94,9;15,6;258,3;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4328;105,9;15,6;227,9;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4329;110,5;15,6;244,8;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4330;110,2;15,6;244,8;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4331;106,6;15,6;244,8;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4332;103,9;15,6;244,8;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4333;100,8;15,6;244,8;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4334;98,7;15,6;244,8;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4335;97,2;15,6;235,5;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4336;93,5;15,6;222,2;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4337;94,1;15,6;222,1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4338;96,8;15,6;222,1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4339;99,1;15,6;222,1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4340;98,4;15,6;236,2;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4341;102,9;15,6;240,2;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4342;106,1;15,6;236,2;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4343;97,6;15,6;268,8;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4344;83,4;15,6;258,3;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4345;71,9;15,6;227,4;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4346;67;15,6;211,6;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4347;65,8;15,6;201,5;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4348;66,9;15,6;201,5;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4349;70,3;15,6;197,3;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4350;76,2;15,6;201,7;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4351;83,3;15,6;258,4;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4352;102,5;15,6;221,4;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4353;113;15,6;284,0;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4354;114,9;15,6;284,0;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4355;111,1;15,6;284,0;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4356;108,2;15,6;284,0;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4357;105,1;15,6;284,0;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4358;100;15,6;284,0;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4359;96,8;15,6;284,0;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4360;93,6;15,6;284,0;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4361;92,6;15,6;284,0;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4362;94,8;15,6;284,0;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4363;108;15,6;284,0;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4364;113,5;15,6;284,0;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4365;117,4;15,6;284,0;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4366;116,4;15,6;284,0;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4367;115,8;15,6;312,0;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4368;86,2;15,6;260,3;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4369;73,9;15,6;202,8;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4370;73,7;15,6;197,4;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4371;72,8;15,6;197,4;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4372;68,4;15,6;197,4;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4373;83,3;15,6;197,4;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4374;109,7;15,6;197,4;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4375;115,2;15,6;256,5;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4376;114,8;15,6;220,4;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4377;101,8;15,6;246,2;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4378;101;15,6;246,2;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4379;89,5;15,6;246,2;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4380;88,1;15,6;246,2;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4381;90,8;15,6;246,2;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4382;88;15,6;246,2;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4383;85,5;15,6;246,2;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4384;84,1;15,6;245,8;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4385;90,6;15,6;235,6;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4386;103,5;15,6;230,6;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4387;117,4;15,6;230,6;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4388;126,6;15,6;245,8;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4389;140,6;15,6;246,2;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4390;146,8;15,6;246,2;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4391;124,4;15,6;270,4;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4392;109,5;15,6;258,5;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4393;102,2;15,6;197,7;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4394;99,8;15,6;193,7;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4395;98,8;15,6;193,6;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4396;100,4;15,6;193,0;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4397;110,3;15,6;193,0;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4398;128;15,6;191,7;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4399;145,7;15,6;193,6;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4400;141,6;15,6;202,2;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4401;131,4;15,6;262,5;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4402;128,1;15,6;264,4;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4403;121;15,6;264,4;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4404;118,7;15,6;264,4;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4405;115,9;15,6;264,4;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4406;113,6;15,6;264,4;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4407;113,8;15,6;262,5;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4408;117,6;15,6;260,5;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4409;117,4;15,6;260,5;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4410;121,8;15,6;260,5;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4411;128;15,6;260,5;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4412;133,1;15,6;262,5;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4413;136;15,6;262,5;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4414;126,6;15,6;264,4;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4415;125,9;15,6;260,5;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4416;103,4;15,6;193,8;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4417;90,6;15,6;191,5;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4418;86;15,6;181,9;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4419;87,9;15,6;180,6;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4420;89,7;15,6;180,6;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4421;96,9;15,6;179,7;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4422;124,8;15,6;179,7;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4423;140;15,6;180,6;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4424;141,8;15,6;188,5;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4425;128,5;15,6;191,9;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4426;119,5;15,6;193,7;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4427;119,7;15,6;197,7;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4428;118,9;15,6;197,7;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4429;115,3;15,6;197,7;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4430;114,1;15,6;193,9;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4431;114,7;15,6;193,9;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4432;118,3;15,6;193,7;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4433;120,2;15,6;193,6;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4434;121,3;15,6;193,7;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4435;124,2;15,6;193,9;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4436;130,5;15,6;204,9;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4437;141,9;15,6;239,7;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4438;141,4;15,6;239,7;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4439;125,7;15,6;239,7;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4440;104;15,6;193,8;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4441;91,3;15,6;193,6;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4442;89,1;15,6;193,5;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4443;89,9;15,6;193,3;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4444;91,5;15,6;193,3;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4445;103,3;15,6;193,3;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4446;120,6;15,6;193,5;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4447;128,5;15,6;256,7;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4448;125,3;15,6;233,7;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4449;117;15,6;345,5;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4450;109,2;15,6;345,5;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4451;109,6;15,6;345,5;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4452;101;15,6;345,5;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4453;103,7;15,6;345,5;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4454;99,7;15,6;345,5;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4455;110;15,6;345,5;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4456;108,6;15,6;345,5;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4457;109,9;15,6;345,5;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4458;112,6;15,6;325,8;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4459;116,1;15,6;325,8;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4460;125,2;15,6;345,5;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4461;131,6;15,6;345,5;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4462;131,6;15,6;345,5;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4463;123,7;15,6;379,5;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4464;101,2;15,6;291,1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4465;90,6;15,6;256,8;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4466;86,3;15,6;254,8;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4467;86,7;15,6;252,9;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4468;88,6;15,6;252,9;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4469;99,3;15,6;228,6;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4470;118,9;15,6;248,1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4471;127,7;15,6;258,8;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4472;125,8;15,6;235,6;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4473;118,8;15,6;322,7;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4474;113,2;15,6;322,7;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4475;109,8;15,6;322,7;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4476;108;15,6;322,7;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4477;106,8;15,6;322,7;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4478;105,9;15,6;322,7;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4479;106,9;15,6;322,7;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4480;107,9;15,6;322,7;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4481;108,8;15,6;322,7;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4482;115,5;15,6;245,1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4483;123;15,6;242,0;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4484;121,8;15,6;322,7;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4485;119,4;15,6;322,7;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4486;124,6;15,6;322,7;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4487;115,2;15,6;310,1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4488;97,5;15,6;260,7;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4489;88,2;15,6;197,9;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4490;85,6;15,6;194,0;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4491;85,3;15,6;193,8;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4492;86,3;15,6;193,8;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4493;92,4;15,6;193,8;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4494;98,4;15,6;193,8;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4495;112,2;15,6;239,5;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4496;122,5;15,6;220,6;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4497;125,8;15,6;241,6;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4498;123,4;15,6;241,6;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4499;121,7;15,6;241,6;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4500;116,5;15,6;241,6;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4501;114,4;15,6;241,6;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4502;112,1;15,6;241,6;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4503;109,5;15,6;241,6;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4504;108,5;15,6;241,6;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4505;108,5;15,6;230,9;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4506;110,6;15,6;223,3;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4507;112,9;15,6;221,8;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4508;114,7;15,6;230,9;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4509;115,7;15,6;231,3;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4510;112,7;15,6;231,3;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4511;116,6;15,6;265,4;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4512;100,3;15,6;258,8;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4513;91,7;15,6;194,0;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4514;85;15,6;193,8;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4515;81,4;15,6;193,7;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4516;82,3;15,6;193,7;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4517;86,1;15,6;193,7;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4518;91;15,6;193,7;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4519;96,4;15,6;239,5;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4520;109,4;15,6;220,7;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4521;121,8;15,6;240,2;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4522;127,1;15,6;241,6;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4523;125,9;15,6;241,6;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4524;122;15,6;241,6;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4525;113,3;15,6;241,6;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4526;110,3;15,6;241,6;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4527;107,7;15,6;240,2;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4528;105;15,6;230,9;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4529;106;15,6;220,7;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4530;109,3;15,6;220,8;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4531;116,9;15,6;221,8;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4532;123,1;15,6;236,5;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4533;126,4;15,6;240,2;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4534;128,1;15,6;241,6;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4535;117,5;15,6;265,4;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4536;100,5;15,6;260,9;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4537;82;15,6;197,9;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4538;77,7;15,6;194,0;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4539;78;15,6;193,8;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4540;79,6;15,6;193,8;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4541;90,9;15,6;193,8;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4542;110;15,6;193,8;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4543;118,1;15,6;239,5;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4544;112,2;15,6;220,7;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4545;112,5;15,6;241,6;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4546;106,6;15,6;241,6;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4547;105,6;15,6;241,6;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4548;99,3;15,6;241,6;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4549;99,5;15,6;241,6;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4550;100,7;15,6;241,6;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4551;100,8;15,6;241,6;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4552;102,3;15,6;231,0;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4553;106,5;15,6;221,9;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4554;109,8;15,6;220,9;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4555;118,7;15,6;220,9;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4556;131,1;15,6;230,9;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4557;141,9;15,6;231,0;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4558;139,7;15,6;221,9;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4559;122,3;15,6;265,4;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4560;91,5;15,6;259,0;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4561;84,9;15,6;198,2;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4562;80,7;15,6;193,9;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4563;78,1;15,6;193,8;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4564;80,7;15,6;193,8;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4565;89;15,6;191,7;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4566;110,7;15,6;190,5;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4567;119,3;15,6;193,8;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4568;115,9;15,6;198,0;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4569;112,6;15,6;259,0;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4570;105,4;15,6;261,0;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4571;97,5;15,6;261,0;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4572;100,9;15,6;261,0;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4573;93,4;15,6;261,0;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4574;98,5;15,6;259,0;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4575;97,6;15,6;212,5;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4576;96,1;15,6;198,0;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4577;106,5;15,6;195,8;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4578;110;15,6;198,0;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4579;117,5;15,6;208,8;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4580;120,3;15,6;259,0;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4581;120;15,6;259,0;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4582;127,7;15,6;261,0;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4583;113,3;15,6;259,0;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4584;94,6;15,6;198,1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4585;85,2;15,6;193,8;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4586;82,5;15,6;188,7;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4587;83,4;15,6;186,9;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4588;85,6;15,6;186,9;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4589;95,8;15,6;186,8;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4590;113,6;15,6;186,8;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4591;124,6;15,6;186,9;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4592;123,5;15,6;189,1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4593;116,5;15,6;193,8;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4594;110,5;15,6;193,9;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4595;105,9;15,6;194,2;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4596;103,9;15,6;194,2;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4597;103,8;15,6;194,2;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4598;102;15,6;194,2;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4599;95;15,6;193,9;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4600;97,4;15,6;193,9;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4601;106,9;15,6;193,9;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4602;109,5;15,6;193,9;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4603;113,4;15,6;198,0;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4604;117,4;15,6;247,8;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4605;122;15,6;249,3;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4606;123,8;15,6;255,8;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4607;121,8;15,6;255,8;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4608;95,8;15,6;207,4;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4609;85,5;15,6;194,1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4610;83,3;15,6;193,8;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4611;81,5;15,6;193,6;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4612;85,3;15,6;192,3;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4613;97,3;15,6;191,9;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4614;115,7;15,6;193,6;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4615;126,8;15,6;228,1;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4616;124,9;15,6;220,8;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
4617;116,6;15,6;282,8;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;
