j ;Ptz;t ;K;DA ;DB ;DC ;DD ;Y ;Pt;Pe;Zg;Zw;PtA ;PtB ;PtC ;PtD ;PtS;E;PeA ;PeB ;PeC ;PeD ;ZgA;ZwB;ZwC;ZwD;RA;RB;RC;RD
3446;51,4;22,8;314,9;1;1;0;0;17898,44;51,40;115,60;0,00;1210,87;0,00;51,40;0,00;0,00;0,00;-6168,20;0,00;115,60;0,00;0,00;0,00;1210,87;0,00;0,00;0,00;0,00;0,00;0,00
3447;50,5;23,0;314,9;1;1;0;0;17812,01;50,50;115,70;0,00;1210,91;0,00;50,50;0,00;0,00;0,00;-6168,20;0,00;115,70;0,00;0,00;0,00;1210,91;0,00;0,00;0,00;0,00;0,00;0,00
3448;51,7;23,0;314,9;1;1;0;0;17927,72;51,70;115,60;0,00;1211,33;0,00;51,70;0,00;0,00;0,00;-6168,20;0,00;115,60;0,00;0,00;0,00;1211,33;0,00;0,00;0,00;0,00;0,00;0,00
3449;55,1;22,8;314,9;1;1;0;0;18257,54;55,10;115,30;0,00;1212,18;0,00;55,10;0,00;0,00;0,00;-6168,20;0,00;115,30;0,00;0,00;0,00;1212,18;0,00;0,00;0,00;0,00;0,00;0,00
3450;61;22,4;261,6;1;1;0;0;12804,83;61,00;110,80;0,00;1159,16;0,00;61,00;0,00;0,00;0,00;-6168,20;0,00;110,80;0,00;0,00;0,00;1159,16;0,00;0,00;0,00;0,00;0,00;0,00
3451;70,7;21,2;241,5;1;1;0;0;11676,73;70,70;106,10;0,00;1112,38;0,00;70,70;0,00;0,00;0,00;-6168,20;0,00;106,10;0,00;0,00;0,00;1112,38;0,00;0,00;0,00;0,00;0,00;0,00
3452;79,6;19,5;314,9;1;1;0;0;20716,65;79,60;112,90;0,00;1210,75;0,00;79,60;0,00;0,00;0,00;-6168,20;0,00;112,90;0,00;0,00;0,00;1210,75;0,00;0,00;0,00;0,00;0,00;0,00
3453;89;18,0;314,9;1;1;0;0;21691,85;89,00;111,90;0,00;1207,47;0,00;89,00;0,00;0,00;0,00;-6168,20;0,00;111,90;0,00;0,00;0,00;1207,47;0,00;0,00;0,00;0,00;0,00;0,00
3454;86,8;16,9;314,9;1;1;0;0;21462,32;86,80;112,20;0,00;1209,30;0,00;86,80;0,00;0,00;0,00;-6168,20;0,00;112,20;0,00;0,00;0,00;1209,30;0,00;0,00;0,00;0,00;0,00;0,00
3455;69,8;16,1;288,0;1;1;0;0;16674,00;69,80;112,10;0,00;1186,77;0,00;69,80;0,00;0,00;0,00;-6168,20;0,00;112,10;0,00;0,00;0,00;1186,77;0,00;0,00;0,00;0,00;0,00;0,00
3456;47,1;16,8;252,5;1;1;0;0;10327,24;47,10;112,10;0,00;1158,70;0,00;47,10;0,00;0,00;0,00;-6168,20;0,00;112,10;0,00;0,00;0,00;1158,70;0,00;0,00;0,00;0,00;0,00;0,00
3457;31,9;15,0;208,4;1;1;0;0;3849,99;31,90;106,40;0,00;1080,33;0,00;31,90;0,00;0,00;0,00;-6168,20;0,00;106,40;0,00;0,00;0,00;1080,33;0,00;0,00;0,00;0,00;0,00;0,00
3458;29,5;13,6;198,7;1;1;0;0;2559,76;29,50;105,10;0,00;1065,32;0,00;29,50;0,00;0,00;0,00;-6168,20;0,00;105,10;0,00;0,00;0,00;1065,32;0,00;0,00;0,00;0,00;0,00;0,00
3459;29,8;11,8;191,3;1;1;0;0;1815,64;29,80;105,10;0,00;1065,58;0,00;29,80;0,00;0,00;0,00;-6168,20;0,00;105,10;0,00;0,00;0,00;1065,58;0,00;0,00;0,00;0,00;0,00;0,00
3460;34,3;11,3;191,3;1;1;0;0;2319,82;34,30;105,10;0,00;1069,46;0,00;34,30;0,00;0,00;0,00;-6168,20;0,00;105,10;0,00;0,00;0,00;1069,46;0,00;0,00;0,00;0,00;0,00;0,00
3461;46,2;11,3;191,1;1;1;0;0;3632,08;46,20;105,10;0,00;1079,74;0,00;46,20;0,00;0,00;0,00;-6168,20;0,00;105,10;0,00;0,00;0,00;1079,74;0,00;0,00;0,00;0,00;0,00;0,00
3462;71,9;13,7;199,8;1;1;0;0;7425,89;71,90;105,10;0,00;1101,93;0,00;71,90;0,00;0,00;0,00;-6168,20;0,00;105,10;0,00;0,00;0,00;1101,93;0,00;0,00;0,00;0,00;0,00;0,00
3463;78,9;15,5;254,6;1;1;0;0;13981,75;78,90;107,10;0,00;1131,87;0,00;78,90;0,00;0,00;0,00;-6168,20;0,00;107,10;0,00;0,00;0,00;1131,87;0,00;0,00;0,00;0,00;0,00;0,00
3464;74,6;17,3;242,0;1;1;0;0;12164,19;74,60;105,60;0,00;1110,05;0,00;74,60;0,00;0,00;0,00;-6168,20;0,00;105,60;0,00;0,00;0,00;1110,05;0,00;0,00;0,00;0,00;0,00;0,00
3465;67,9;18,9;259,9;1;1;0;0;13355,94;67,90;109,50;0,00;1150,49;0,00;67,90;0,00;0,00;0,00;-6168,20;0,00;109,50;0,00;0,00;0,00;1150,49;0,00;0,00;0,00;0,00;0,00;0,00
3466;59,6;20,2;259,9;1;1;0;0;12467,86;59,60;110,80;0,00;1157,55;0,00;59,60;0,00;0,00;0,00;-6168,20;0,00;110,80;0,00;0,00;0,00;1157,55;0,00;0,00;0,00;0,00;0,00;0,00
3467;67,2;20,9;259,9;1;1;0;0;13280,53;67,20;109,60;0,00;1150,99;0,00;67,20;0,00;0,00;0,00;-6168,20;0,00;109,60;0,00;0,00;0,00;1150,99;0,00;0,00;0,00;0,00;0,00;0,00
3468;69,4;21,3;259,9;1;1;0;0;13517,81;69,40;109,30;0,00;1149,58;0,00;69,40;0,00;0,00;0,00;-6168,20;0,00;109,30;0,00;0,00;0,00;1149,58;0,00;0,00;0,00;0,00;0,00;0,00
3469;70,3;21,4;259,9;1;1;0;0;13615,12;70,30;109,10;0,00;1148,03;0,00;70,30;0,00;0,00;0,00;-6168,20;0,00;109,10;0,00;0,00;0,00;1148,03;0,00;0,00;0,00;0,00;0,00;0,00
3470;69,7;21,5;259,9;1;1;0;0;13550,23;69,70;109,20;0,00;1148,65;0,00;69,70;0,00;0,00;0,00;-6168,20;0,00;109,20;0,00;0,00;0,00;1148,65;0,00;0,00;0,00;0,00;0,00;0,00
3471;67,2;21,5;259,9;1;1;0;0;13280,53;67,20;109,60;0,00;1150,99;0,00;67,20;0,00;0,00;0,00;-6168,20;0,00;109,60;0,00;0,00;0,00;1150,99;0,00;0,00;0,00;0,00;0,00;0,00
3472;73,8;21,3;259,9;1;1;0;0;13994,84;73,80;108,60;0,00;1145,40;0,00;73,80;0,00;0,00;0,00;-6168,20;0,00;108,60;0,00;0,00;0,00;1145,40;0,00;0,00;0,00;0,00;0,00;0,00
3473;77;21,0;241,7;1;1;0;0;12400,98;77,00;105,10;0,00;1106,33;0,00;77,00;0,00;0,00;0,00;-6168,20;0,00;105,10;0,00;0,00;0,00;1106,33;0,00;0,00;0,00;0,00;0,00;0,00
3474;79,8;21,0;237,0;1;1;0;0;12220,72;79,80;105,10;0,00;1108,75;0,00;79,80;0,00;0,00;0,00;-6168,20;0,00;105,10;0,00;0,00;0,00;1108,75;0,00;0,00;0,00;0,00;0,00;0,00
3475;83,2;20,2;237,0;1;1;0;0;12601,66;83,20;105,10;0,00;1111,68;0,00;83,20;0,00;0,00;0,00;-6168,20;0,00;105,10;0,00;0,00;0,00;1111,68;0,00;0,00;0,00;0,00;0,00;0,00
3476;83,7;18,4;259,9;1;1;0;0;15078,90;83,70;107,20;0,00;1137,66;0,00;83,70;0,00;0,00;0,00;-6168,20;0,00;107,20;0,00;0,00;0,00;1137,66;0,00;0,00;0,00;0,00;0,00;0,00
3477;93,4;16,9;259,9;1;1;0;0;16153,50;93,40;105,90;0,00;1130,38;0,00;93,40;0,00;0,00;0,00;-6168,20;0,00;105,90;0,00;0,00;0,00;1130,38;0,00;0,00;0,00;0,00;0,00;0,00
3478;92,8;15,7;259,9;1;1;0;0;16086,71;92,80;106,00;0,00;1131,09;0,00;92,80;0,00;0,00;0,00;-6168,20;0,00;106,00;0,00;0,00;0,00;1131,09;0,00;0,00;0,00;0,00;0,00;0,00
3479;85,1;14,8;285,4;1;1;0;0;18003,38;85,10;110,00;0,00;1175,65;0,00;85,10;0,00;0,00;0,00;-6168,20;0,00;110,00;0,00;0,00;0,00;1175,65;0,00;0,00;0,00;0,00;0,00;0,00
3480;72;14,5;254,6;1;1;0;0;13224,15;72,00;108,10;0,00;1137,41;0,00;72,00;0,00;0,00;0,00;-6168,20;0,00;108,10;0,00;0,00;0,00;1137,41;0,00;0,00;0,00;0,00;0,00;0,00
3481;56,2;14,3;195,0;1;1;0;0;5162,37;56,20;105,10;0,00;1088,37;0,00;56,20;0,00;0,00;0,00;-6168,20;0,00;105,10;0,00;0,00;0,00;1088,37;0,00;0,00;0,00;0,00;0,00;0,00
3482;50,9;13,6;195,0;1;1;0;0;4568,56;50,90;105,10;0,00;1083,80;0,00;50,90;0,00;0,00;0,00;-6168,20;0,00;105,10;0,00;0,00;0,00;1083,80;0,00;0,00;0,00;0,00;0,00;0,00
3483;49;13,0;191,4;1;1;0;0;3977,32;49,00;105,10;0,00;1082,15;0,00;49,00;0,00;0,00;0,00;-6168,20;0,00;105,10;0,00;0,00;0,00;1082,15;0,00;0,00;0,00;0,00;0,00;0,00
3484;50,3;11,8;191,4;1;1;0;0;4122,97;50,30;105,10;0,00;1083,28;0,00;50,30;0,00;0,00;0,00;-6168,20;0,00;105,10;0,00;0,00;0,00;1083,28;0,00;0,00;0,00;0,00;0,00;0,00
3485;55,9;12,2;191,2;1;1;0;0;4729,38;55,90;105,10;0,00;1088,11;0,00;55,90;0,00;0,00;0,00;-6168,20;0,00;105,10;0,00;0,00;0,00;1088,11;0,00;0,00;0,00;0,00;0,00;0,00
3486;69,7;12,0;195,0;1;1;0;0;6674,92;69,70;105,10;0,00;1100,03;0,00;69,70;0,00;0,00;0,00;-6168,20;0,00;105,10;0,00;0,00;0,00;1100,03;0,00;0,00;0,00;0,00;0,00;0,00
3487;85,3;14,2;254,7;1;1;0;0;14700,94;85,30;106,20;0,00;1126,79;0,00;85,30;0,00;0,00;0,00;-6168,20;0,00;106,20;0,00;0,00;0,00;1126,79;0,00;0,00;0,00;0,00;0,00;0,00
3488;92,1;16,7;242,0;1;1;0;0;14124,32;92,10;105,10;0,00;1119,37;0,00;92,10;0,00;0,00;0,00;-6168,20;0,00;105,10;0,00;0,00;0,00;1119,37;0,00;0,00;0,00;0,00;0,00;0,00
3489;96,2;18,8;243,3;1;1;0;0;14720,32;96,20;105,10;0,00;1122,91;0,00;96,20;0,00;0,00;0,00;-6168,20;0,00;105,10;0,00;0,00;0,00;1122,91;0,00;0,00;0,00;0,00;0,00;0,00
3490;90;20,2;243,3;1;1;0;0;14025,67;90,00;105,10;0,00;1117,56;0,00;90,00;0,00;0,00;0,00;-6168,20;0,00;105,10;0,00;0,00;0,00;1117,56;0,00;0,00;0,00;0,00;0,00;0,00
3491;85,8;21,1;243,3;1;1;0;0;13555,10;85,80;105,10;0,00;1113,93;0,00;85,80;0,00;0,00;0,00;-6168,20;0,00;105,10;0,00;0,00;0,00;1113,93;0,00;0,00;0,00;0,00;0,00;0,00
3492;82,5;21,9;243,3;1;1;0;0;13185,36;82,50;105,10;0,00;1111,08;0,00;82,50;0,00;0,00;0,00;-6168,20;0,00;105,10;0,00;0,00;0,00;1111,08;0,00;0,00;0,00;0,00;0,00;0,00
3493;81,6;22,9;243,3;1;1;0;0;13084,53;81,60;105,10;0,00;1110,30;0,00;81,60;0,00;0,00;0,00;-6168,20;0,00;105,10;0,00;0,00;0,00;1110,30;0,00;0,00;0,00;0,00;0,00;0,00
3494;80,1;23,6;243,3;1;1;0;0;12916,47;80,10;105,10;0,00;1109,01;0,00;80,10;0,00;0,00;0,00;-6168,20;0,00;105,10;0,00;0,00;0,00;1109,01;0,00;0,00;0,00;0,00;0,00;0,00
3495;77,2;23,8;243,3;1;1;0;0;12591,80;77,20;105,40;0,00;1110,00;0,00;77,20;0,00;0,00;0,00;-6168,20;0,00;105,40;0,00;0,00;0,00;1110,00;0,00;0,00;0,00;0,00;0,00;0,00
3496;75,6;23,4;237,1;1;1;0;0;11760,66;75,60;105,10;0,00;1105,12;0,00;75,60;0,00;0,00;0,00;-6168,20;0,00;105,10;0,00;0,00;0,00;1105,12;0,00;0,00;0,00;0,00;0,00;0,00
3497;74,7;22,5;234,1;1;1;0;0;11344,53;74,70;105,10;0,00;1104,35;0,00;74,70;0,00;0,00;0,00;-6168,20;0,00;105,10;0,00;0,00;0,00;1104,35;0,00;0,00;0,00;0,00;0,00;0,00
3498;77,1;20,9;233,9;1;1;0;0;11592,41;77,10;105,10;0,00;1106,42;0,00;77,10;0,00;0,00;0,00;-6168,20;0,00;105,10;0,00;0,00;0,00;1106,42;0,00;0,00;0,00;0,00;0,00;0,00
3499;77,6;19,5;233,9;1;1;0;0;11648,43;77,60;105,10;0,00;1106,85;0,00;77,60;0,00;0,00;0,00;-6168,20;0,00;105,10;0,00;0,00;0,00;1106,85;0,00;0,00;0,00;0,00;0,00;0,00
3500;80,2;18,5;237,1;1;1;0;0;12276,05;80,20;105,10;0,00;1109,09;0,00;80,20;0,00;0,00;0,00;-6168,20;0,00;105,10;0,00;0,00;0,00;1109,09;0,00;0,00;0,00;0,00;0,00;0,00
3501;81,3;17,8;243,3;1;1;0;0;13050,91;81,30;105,10;0,00;1110,04;0,00;81,30;0,00;0,00;0,00;-6168,20;0,00;105,10;0,00;0,00;0,00;1110,04;0,00;0,00;0,00;0,00;0,00;0,00
3502;78,4;17,1;243,3;1;1;0;0;12726,04;78,40;105,20;0,00;1108,71;0,00;78,40;0,00;0,00;0,00;-6168,20;0,00;105,20;0,00;0,00;0,00;1108,71;0,00;0,00;0,00;0,00;0,00;0,00
3503;68,6;16,4;267,2;1;1;0;0;14233,28;68,60;110,30;0,00;1161,39;0,00;68,60;0,00;0,00;0,00;-6168,20;0,00;110,30;0,00;0,00;0,00;1161,39;0,00;0,00;0,00;0,00;0,00;0,00
3504;60,1;15,7;231,5;1;1;0;0;9436,95;60,10;105,90;0,00;1100,57;0,00;60,10;0,00;0,00;0,00;-6168,20;0,00;105,90;0,00;0,00;0,00;1100,57;0,00;0,00;0,00;0,00;0,00;0,00
3505;50,7;15,5;191,3;1;1;0;0;4157,28;50,70;105,10;0,00;1083,62;0,00;50,70;0,00;0,00;0,00;-6168,20;0,00;105,10;0,00;0,00;0,00;1083,62;0,00;0,00;0,00;0,00;0,00;0,00
3506;47;15,2;191,2;1;1;0;0;3732,22;47,00;105,10;0,00;1080,43;0,00;47,00;0,00;0,00;0,00;-6168,20;0,00;105,10;0,00;0,00;0,00;1080,43;0,00;0,00;0,00;0,00;0,00;0,00
3507;46,4;14,0;191,2;1;1;0;0;3665,00;46,40;105,10;0,00;1079,91;0,00;46,40;0,00;0,00;0,00;-6168,20;0,00;105,10;0,00;0,00;0,00;1079,91;0,00;0,00;0,00;0,00;0,00;0,00
3508;48;14,0;191,2;1;1;0;0;3844,26;48,00;105,10;0,00;1081,29;0,00;48,00;0,00;0,00;0,00;-6168,20;0,00;105,10;0,00;0,00;0,00;1081,29;0,00;0,00;0,00;0,00;0,00;0,00
3509;50,5;13,1;191,2;1;1;0;0;4124,36;50,50;105,10;0,00;1083,45;0,00;50,50;0,00;0,00;0,00;-6168,20;0,00;105,10;0,00;0,00;0,00;1083,45;0,00;0,00;0,00;0,00;0,00;0,00
3510;55,6;14,7;191,2;1;1;0;0;4695,77;55,60;105,10;0,00;1087,85;0,00;55,60;0,00;0,00;0,00;-6168,20;0,00;105,10;0,00;0,00;0,00;1087,85;0,00;0,00;0,00;0,00;0,00;0,00
3511;66,2;16,4;254,8;1;1;0;0;12614,92;66,20;109,10;0,00;1143,74;0,00;66,20;0,00;0,00;0,00;-6168,20;0,00;109,10;0,00;0,00;0,00;1143,74;0,00;0,00;0,00;0,00;0,00;0,00
3512;83,1;18,5;237,2;1;1;0;0;12611,48;83,10;105,10;0,00;1111,60;0,00;83,10;0,00;0,00;0,00;-6168,20;0,00;105,10;0,00;0,00;0,00;1111,60;0,00;0,00;0,00;0,00;0,00;0,00
3513;86,7;20,6;238,5;1;1;0;0;13151,45;86,70;105,10;0,00;1114,71;0,00;86,70;0,00;0,00;0,00;-6168,20;0,00;105,10;0,00;0,00;0,00;1114,71;0,00;0,00;0,00;0,00;0,00;0,00
3514;82,3;22,2;238,5;1;1;0;0;12658,48;82,30;105,10;0,00;1110,91;0,00;82,30;0,00;0,00;0,00;-6168,20;0,00;105,10;0,00;0,00;0,00;1110,91;0,00;0,00;0,00;0,00;0,00;0,00
3515;79,4;23,3;238,5;1;1;0;0;12333,56;79,40;105,10;0,00;1108,40;0,00;79,40;0,00;0,00;0,00;-6168,20;0,00;105,10;0,00;0,00;0,00;1108,40;0,00;0,00;0,00;0,00;0,00;0,00
3516;76;24,1;238,5;1;1;0;0;11952,62;76,00;105,10;0,00;1105,47;0,00;76,00;0,00;0,00;0,00;-6168,20;0,00;105,10;0,00;0,00;0,00;1105,47;0,00;0,00;0,00;0,00;0,00;0,00
3517;73;24,7;238,5;1;1;0;0;11616,50;73,00;105,10;0,00;1102,88;0,00;73,00;0,00;0,00;0,00;-6168,20;0,00;105,10;0,00;0,00;0,00;1102,88;0,00;0,00;0,00;0,00;0,00;0,00
3518;70,3;25,0;238,5;1;1;0;0;11314,56;70,30;105,60;0,00;1106,25;0,00;70,30;0,00;0,00;0,00;-6168,20;0,00;105,60;0,00;0,00;0,00;1106,25;0,00;0,00;0,00;0,00;0,00;0,00
3519;68,1;25,0;238,5;1;1;0;0;11069,31;68,10;106,00;0,00;1108,88;0,00;68,10;0,00;0,00;0,00;-6168,20;0,00;106,00;0,00;0,00;0,00;1108,88;0,00;0,00;0,00;0,00;0,00;0,00
3520;51,1;24,6;237,2;1;1;0;0;9060,37;51,10;109,00;0,00;1126,80;0,00;51,10;0,00;0,00;0,00;-6168,20;0,00;109,00;0,00;0,00;0,00;1126,80;0,00;0,00;0,00;0,00;0,00;0,00
3521;44,3;24,1;234,0;1;1;0;0;7976,59;44,30;109,80;0,00;1128,63;0,00;44,30;0,00;0,00;0,00;-6168,20;0,00;109,80;0,00;0,00;0,00;1128,63;0,00;0,00;0,00;0,00;0,00;0,00
3522;49;23,9;219,0;1;1;0;0;6878,08;49,00;105,10;0,00;1082,15;0,00;49,00;0,00;0,00;0,00;-6168,20;0,00;105,10;0,00;0,00;0,00;1082,15;0,00;0,00;0,00;0,00;0,00;0,00
3523;56,3;22,9;220,4;1;1;0;0;7843,12;56,30;105,10;0,00;1088,46;0,00;56,30;0,00;0,00;0,00;-6168,20;0,00;105,10;0,00;0,00;0,00;1088,46;0,00;0,00;0,00;0,00;0,00;0,00
3524;65,6;21,1;236,2;1;1;0;0;10547,28;65,60;105,90;0,00;1105,50;0,00;65,60;0,00;0,00;0,00;-6168,20;0,00;105,90;0,00;0,00;0,00;1105,50;0,00;0,00;0,00;0,00;0,00;0,00
3525;73,7;19,8;238,5;1;1;0;0;11694,93;73,70;105,10;0,00;1103,48;0,00;73,70;0,00;0,00;0,00;-6168,20;0,00;105,10;0,00;0,00;0,00;1103,48;0,00;0,00;0,00;0,00;0,00;0,00
3526;73,6;18,7;237,2;1;1;0;0;11547,09;73,60;105,10;0,00;1103,40;0,00;73,60;0,00;0,00;0,00;-6168,20;0,00;105,10;0,00;0,00;0,00;1103,40;0,00;0,00;0,00;0,00;0,00;0,00
3527;54;17,7;262,0;1;1;0;0;12111,82;54,00;112,00;0,00;1165,97;0,00;54,00;0,00;0,00;0,00;-6168,20;0,00;112,00;0,00;0,00;0,00;1165,97;0,00;0,00;0,00;0,00;0,00;0,00
3528;37,8;17,6;209,0;1;1;0;0;4572,23;37,80;105,10;0,00;1072,48;0,00;37,80;0,00;0,00;0,00;-6168,20;0,00;105,10;0,00;0,00;0,00;1072,48;0,00;0,00;0,00;0,00;0,00;0,00
3529;28,8;17,2;191,6;1;1;0;0;1735,13;28,80;105,10;0,00;1064,71;0,00;28,80;0,00;0,00;0,00;-6168,20;0,00;105,10;0,00;0,00;0,00;1064,71;0,00;0,00;0,00;0,00;0,00;0,00
3530;27,5;15,7;191,3;1;1;0;0;1557,94;27,50;105,10;0,00;1063,59;0,00;27,50;0,00;0,00;0,00;-6168,20;0,00;105,10;0,00;0,00;0,00;1063,59;0,00;0,00;0,00;0,00;0,00;0,00
3531;27,3;15,7;191,2;1;1;0;0;1525,03;27,30;105,10;0,00;1063,42;0,00;27,30;0,00;0,00;0,00;-6168,20;0,00;105,10;0,00;0,00;0,00;1063,42;0,00;0,00;0,00;0,00;0,00;0,00
3532;31,3;14,3;191,2;1;1;0;0;1973,19;31,30;105,10;0,00;1066,87;0,00;31,30;0,00;0,00;0,00;-6168,20;0,00;105,10;0,00;0,00;0,00;1066,87;0,00;0,00;0,00;0,00;0,00;0,00
3533;41,9;14,4;191,2;1;1;0;0;3160,81;41,90;105,10;0,00;1076,02;0,00;41,90;0,00;0,00;0,00;-6168,20;0,00;105,10;0,00;0,00;0,00;1076,02;0,00;0,00;0,00;0,00;0,00;0,00
3534;62,9;16,2;191,2;1;1;0;0;5513,66;62,90;105,10;0,00;1094,16;0,00;62,90;0,00;0,00;0,00;-6168,20;0,00;105,10;0,00;0,00;0,00;1094,16;0,00;0,00;0,00;0,00;0,00;0,00
3535;75,2;17,9;253,0;1;1;0;0;13402,57;75,20;107,40;0,00;1132,00;0,00;75,20;0,00;0,00;0,00;-6168,20;0,00;107,40;0,00;0,00;0,00;1132,00;0,00;0,00;0,00;0,00;0,00;0,00
3536;71;19,7;237,2;1;1;0;0;11255,81;71,00;105,20;0,00;1102,29;0,00;71,00;0,00;0,00;0,00;-6168,20;0,00;105,20;0,00;0,00;0,00;1102,29;0,00;0,00;0,00;0,00;0,00;0,00
3537;59,6;21,6;238,5;1;1;0;0;10129,01;59,60;107,50;0,00;1118,16;0,00;59,60;0,00;0,00;0,00;-6168,20;0,00;107,50;0,00;0,00;0,00;1118,16;0,00;0,00;0,00;0,00;0,00;0,00
3538;45,4;23,4;238,5;1;1;0;0;8589,91;45,40;110,40;0,00;1136,66;0,00;45,40;0,00;0,00;0,00;-6168,20;0,00;110,40;0,00;0,00;0,00;1136,66;0,00;0,00;0,00;0,00;0,00;0,00
3539;31,9;24,6;238,5;1;1;0;0;7179,93;31,90;113,60;0,00;1156,76;0,00;31,90;0,00;0,00;0,00;-6168,20;0,00;113,60;0,00;0,00;0,00;1156,76;0,00;0,00;0,00;0,00;0,00;0,00
3540;20,5;25,4;238,5;1;1;0;0;6057,44;20,50;116,90;0,00;1177,32;0,00;20,50;0,00;0,00;0,00;-6168,20;0,00;116,90;0,00;0,00;0,00;1177,32;0,00;0,00;0,00;0,00;0,00;0,00
3541;12,5;26,1;238,5;1;1;0;0;5336,13;12,50;118,90;0,00;1184,93;0,00;12,50;0,00;0,00;0,00;-6168,20;0,00;118,90;0,00;0,00;0,00;1184,93;0,00;0,00;0,00;0,00;0,00;0,00
3542;12,4;26,6;238,5;1;1;0;0;5327,39;12,40;118,90;0,00;1184,72;0,00;12,40;0,00;0,00;0,00;-6168,20;0,00;118,90;0,00;0,00;0,00;1184,72;0,00;0,00;0,00;0,00;0,00;0,00
3543;12,1;26,8;237,3;1;1;0;0;5158,48;12,10;118,90;0,00;1184,11;0,00;12,10;0,00;0,00;0,00;-6168,20;0,00;118,90;0,00;0,00;0,00;1184,11;0,00;0,00;0,00;0,00;0,00;0,00
3544;12,1;26,8;237,3;1;1;0;0;5158,48;12,10;118,90;0,00;1184,11;0,00;12,10;0,00;0,00;0,00;-6168,20;0,00;118,90;0,00;0,00;0,00;1184,11;0,00;0,00;0,00;0,00;0,00;0,00
3545;12;26,6;234,1;1;1;0;0;4769,25;12,00;118,90;0,00;1183,91;0,00;12,00;0,00;0,00;0,00;-6168,20;0,00;118,90;0,00;0,00;0,00;1183,91;0,00;0,00;0,00;0,00;0,00;0,00
3546;13;25,8;227,8;1;1;0;0;4108,57;13,00;118,40;0,00;1180,43;0,00;13,00;0,00;0,00;0,00;-6168,20;0,00;118,40;0,00;0,00;0,00;1180,43;0,00;0,00;0,00;0,00;0,00;0,00
3547;13,3;24,4;234,1;1;1;0;0;4882,78;13,30;118,80;0,00;1185,45;0,00;13,30;0,00;0,00;0,00;-6168,20;0,00;118,80;0,00;0,00;0,00;1185,45;0,00;0,00;0,00;0,00;0,00;0,00
3548;13,3;22,6;237,2;1;1;0;0;5251,06;13,30;118,80;0,00;1185,45;0,00;13,30;0,00;0,00;0,00;-6168,20;0,00;118,80;0,00;0,00;0,00;1185,45;0,00;0,00;0,00;0,00;0,00;0,00
3549;14,1;20,5;238,5;1;1;0;0;5475,77;14,10;118,80;0,00;1187,07;0,00;14,10;0,00;0,00;0,00;-6168,20;0,00;118,80;0,00;0,00;0,00;1187,07;0,00;0,00;0,00;0,00;0,00;0,00
3550;15,2;18,8;237,3;1;1;0;0;5430,09;15,20;118,60;0,00;1187,00;0,00;15,20;0,00;0,00;0,00;-6168,20;0,00;118,60;0,00;0,00;0,00;1187,00;0,00;0,00;0,00;0,00;0,00;0,00
3551;14,2;17,4;261,9;1;1;0;0;8264,48;14,20;118,80;0,00;1187,27;0,00;14,20;0,00;0,00;0,00;-6168,20;0,00;118,80;0,00;0,00;0,00;1187,27;0,00;0,00;0,00;0,00;0,00;0,00
3552;13,1;15,5;224,4;1;1;0;0;3715,72;13,10;117,90;0,00;1175,19;0,00;13,10;0,00;0,00;0,00;-6168,20;0,00;117,90;0,00;0,00;0,00;1175,19;0,00;0,00;0,00;0,00;0,00;0,00
3553;13,2;13,8;200,8;1;1;0;0;996,53;13,20;112,30;0,00;1118,72;0,00;13,20;0,00;0,00;0,00;-6168,20;0,00;112,30;0,00;0,00;0,00;1118,72;0,00;0,00;0,00;0,00;0,00;0,00
3554;13,4;14,5;200,8;1;1;0;0;1017,37;13,40;112,10;0,00;1117,03;0,00;13,40;0,00;0,00;0,00;-6168,20;0,00;112,10;0,00;0,00;0,00;1117,03;0,00;0,00;0,00;0,00;0,00;0,00
3555;13,5;12,7;191,6;1;1;0;0;21,18;13,50;105,90;0,00;1058,86;0,00;13,50;0,00;0,00;0,00;-6168,20;0,00;105,90;0,00;0,00;0,00;1058,86;0,00;0,00;0,00;0,00;0,00;0,00
3556;13,5;12,9;191,6;1;1;0;0;21,18;13,50;105,90;0,00;1058,86;0,00;13,50;0,00;0,00;0,00;-6168,20;0,00;105,90;0,00;0,00;0,00;1058,86;0,00;0,00;0,00;0,00;0,00;0,00
3557;12,2;11,8;191,3;1;1;0;0;0,00;12,20;0,00;0,00;0,00;0,00;12,20;0,00;0,00;0,00;-6168,20;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
3558;12,3;14,1;191,3;1;1;0;0;0,00;12,30;0,00;0,00;0,00;0,00;12,30;0,00;0,00;0,00;-6168,20;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
3559;15,2;16,1;200,8;1;1;0;0;1206,60;15,20;110,90;0,00;1107,60;0,00;15,20;0,00;0,00;0,00;-6168,20;0,00;110,90;0,00;0,00;0,00;1107,60;0,00;0,00;0,00;0,00;0,00;0,00
3560;13,2;17,9;255,0;1;1;0;0;7356,92;13,20;118,80;0,00;1185,24;0,00;13,20;0,00;0,00;0,00;-6168,20;0,00;118,80;0,00;0,00;0,00;1185,24;0,00;0,00;0,00;0,00;0,00;0,00
