j ;Ptz;t ;K;DA ;DB ;DC ;DD ;Y ;Pt;Pe;Zg;Zw;PtA ;PtB ;PtC ;PtD ;PtS;E;PeA ;PeB ;PeC ;PeD ;ZgA;ZwB;ZwC;ZwD;RA;RB;RC;RD
115;354,5;7,5;392,4;1;1;1;1;69384,69;354,50;173,56;0,00;2154,02;0,00;0,00;354,50;0,00;0,00;0,00;0,00;0,00;183,06;-9,51;0,00;0,00;2096,20;57,82;0,00;0,00;0,00;0,00
116;357,9;7,7;392,4;1;1;1;1;70144,78;357,90;175,40;0,00;2173,57;0,00;0,00;357,90;0,00;0,00;0,00;0,00;0,00;184,91;-9,51;0,00;0,00;2115,75;57,82;0,00;0,00;0,00;0,00
117;385,4;7,4;383,1;1;1;1;1;74522,39;385,40;190,34;0,00;2331,69;0,00;0,00;385,40;0,00;0,00;0,00;0,00;0,00;199,85;-9,51;0,00;0,00;2273,87;57,82;0,00;0,00;0,00;0,00
118;392,5;6,9;339,6;1;1;1;1;67626,17;392,50;194,20;0,00;2372,52;0,00;0,00;392,50;0,00;0,00;0,00;0,00;0,00;203,70;-9,51;0,00;0,00;2314,70;57,82;0,00;0,00;0,00;0,00
119;385;6,6;316,1;1;1;1;1;61696,71;385,00;190,12;0,00;2329,39;0,00;0,00;385,00;0,00;0,00;0,00;0,00;0,00;199,63;-9,51;0,00;0,00;2271,57;57,82;0,00;0,00;0,00;0,00
120;369,2;6,3;247,8;1;1;1;1;46420,17;369,20;181,54;0,00;2238,54;0,00;0,00;369,20;0,00;0,00;0,00;0,00;0,00;191,05;-9,51;0,00;0,00;2180,72;57,82;0,00;0,00;0,00;0,00
121;358,3;4,1;185,1;1;1;1;1;33828,23;358,30;175,62;0,00;2175,87;0,00;0,00;358,30;0,00;0,00;0,00;0,00;0,00;185,13;-9,51;0,00;0,00;2118,05;57,82;0,00;0,00;0,00;0,00
122;352,2;4,3;182,2;1;1;1;1;32651,75;352,20;172,31;0,00;2140,79;0,00;0,00;352,20;0,00;0,00;0,00;0,00;0,00;181,81;-9,51;0,00;0,00;2082,97;57,82;0,00;0,00;0,00;0,00
123;349,4;4,7;182,2;1;1;1;1;32345,51;349,40;170,79;0,00;2124,69;0,00;0,00;349,40;0,00;0,00;0,00;0,00;0,00;180,29;-9,51;0,00;0,00;2066,87;57,82;0,00;0,00;0,00;0,00
124;350,1;4,3;182,2;1;1;1;1;32422,07;350,10;171,17;0,00;2128,72;0,00;0,00;350,10;0,00;0,00;0,00;0,00;0,00;180,67;-9,51;0,00;0,00;2070,90;57,82;0,00;0,00;0,00;0,00
125;351,9;3,7;182,2;1;1;1;1;32618,94;351,90;172,14;0,00;2139,07;0,00;0,00;351,90;0,00;0,00;0,00;0,00;0,00;181,65;-9,51;0,00;0,00;2081,25;57,82;0,00;0,00;0,00;0,00
126;349,6;4,1;182,2;1;1;1;1;32367,38;349,60;170,89;0,00;2125,84;0,00;0,00;349,60;0,00;0,00;0,00;0,00;0,00;180,40;-9,51;0,00;0,00;2068,02;57,82;0,00;0,00;0,00;0,00
127;357,9;4,2;182,2;1;1;1;1;33275,18;357,90;175,40;0,00;2173,57;0,00;0,00;357,90;0,00;0,00;0,00;0,00;0,00;184,91;-9,51;0,00;0,00;2115,75;57,82;0,00;0,00;0,00;0,00
128;357,9;4,4;182,2;1;1;1;1;33275,18;357,90;175,40;0,00;2173,57;0,00;0,00;357,90;0,00;0,00;0,00;0,00;0,00;184,91;-9,51;0,00;0,00;2115,75;57,82;0,00;0,00;0,00;0,00
129;358,8;4,8;182,2;1;1;1;1;33373,61;358,80;175,89;0,00;2178,74;0,00;0,00;358,80;0,00;0,00;0,00;0,00;0,00;185,40;-9,51;0,00;0,00;2120,92;57,82;0,00;0,00;0,00;0,00
130;353,3;5,6;182,2;1;1;1;1;32772,06;353,30;172,90;0,00;2147,12;0,00;0,00;353,30;0,00;0,00;0,00;0,00;0,00;182,41;-9,51;0,00;0,00;2089,30;57,82;0,00;0,00;0,00;0,00
131;343;6,8;185,1;1;1;1;1;32130,72;343,00;167,31;0,00;2087,89;0,00;0,00;343,00;0,00;0,00;0,00;0,00;0,00;176,81;-9,51;0,00;0,00;2030,07;57,82;0,00;0,00;0,00;0,00
132;310,8;8,1;187,1;1;1;1;1;28857,82;310,80;149,82;0,00;1902,74;0,00;0,00;310,80;0,00;0,00;0,00;0,00;0,00;159,32;-9,51;0,00;0,00;1844,92;57,82;0,00;0,00;0,00;0,00
133;288,5;9,2;187,1;1;1;1;1;26359,45;288,50;137,70;0,00;1774,52;0,00;0,00;288,50;0,00;0,00;0,00;0,00;0,00;147,21;-9,51;0,00;0,00;1716,70;57,82;0,00;0,00;0,00;0,00
134;270,6;9,7;194,1;1;1;1;1;25249,89;270,60;127,98;0,00;1671,59;0,00;0,00;270,60;0,00;0,00;0,00;0,00;0,00;137,49;-9,51;0,00;0,00;1613,77;57,82;0,00;0,00;0,00;0,00
135;270,2;9,7;194,1;1;1;1;1;25203,56;270,20;127,76;0,00;1669,29;0,00;0,00;270,20;0,00;0,00;0,00;0,00;0,00;137,27;-9,51;0,00;0,00;1611,47;57,82;0,00;0,00;0,00;0,00
136;286;9,1;196,6;1;1;1;1;27374,65;286,00;136,35;0,00;1760,14;0,00;0,00;286,00;0,00;0,00;0,00;0,00;0,00;145,85;-9,51;0,00;0,00;1702,32;57,82;0,00;0,00;0,00;0,00
137;286,6;8,2;249,6;1;1;1;1;34688,56;286,60;136,67;0,00;1763,59;0,00;0,00;286,60;0,00;0,00;0,00;0,00;0,00;146,18;-9,51;0,00;0,00;1705,77;57,82;0,00;0,00;0,00;0,00
138;293,4;7,8;249,6;1;1;1;1;35681,26;293,40;140,37;0,00;1802,69;0,00;0,00;293,40;0,00;0,00;0,00;0,00;0,00;149,87;-9,51;0,00;0,00;1744,87;57,82;0,00;0,00;0,00;0,00
139;290,6;7,4;249,6;1;1;1;1;35272,50;290,60;138,84;0,00;1786,59;0,00;0,00;290,60;0,00;0,00;0,00;0,00;0,00;148,35;-9,51;0,00;0,00;1728,77;57,82;0,00;0,00;0,00;0,00
140;310,4;6,9;249,6;1;1;1;1;38163,01;310,40;149,60;0,00;1900,44;0,00;0,00;310,40;0,00;0,00;0,00;0,00;0,00;159,11;-9,51;0,00;0,00;1842,62;57,82;0,00;0,00;0,00;0,00
141;361,9;6,5;249,6;1;1;1;1;45681,25;361,90;177,58;0,00;2196,57;0,00;0,00;361,90;0,00;0,00;0,00;0,00;0,00;187,08;-9,51;0,00;0,00;2138,75;57,82;0,00;0,00;0,00;0,00
142;353;6,3;203,2;1;1;1;1;36366,81;353,00;172,74;0,00;2145,39;0,00;0,00;353,00;0,00;0,00;0,00;0,00;0,00;182,25;-9,51;0,00;0,00;2087,57;57,82;0,00;0,00;0,00;0,00
143;343;6,0;187,1;1;1;1;1;32465,34;343,00;167,31;0,00;2087,89;0,00;0,00;343,00;0,00;0,00;0,00;0,00;0,00;176,81;-9,51;0,00;0,00;2030,07;57,82;0,00;0,00;0,00;0,00
144;329,9;6,0;182,4;1;1;1;1;30244,78;329,90;160,19;0,00;2012,57;0,00;0,00;329,90;0,00;0,00;0,00;0,00;0,00;169,70;-9,51;0,00;0,00;1954,75;57,82;0,00;0,00;0,00;0,00
145;315,4;6,2;184,8;1;1;1;1;29022,86;315,40;152,32;0,00;1929,19;0,00;0,00;315,40;0,00;0,00;0,00;0,00;0,00;161,82;-9,51;0,00;0,00;1871,37;57,82;0,00;0,00;0,00;0,00
146;313,4;5,6;183,5;1;1;1;1;28604,69;313,40;151,23;0,00;1917,69;0,00;0,00;313,40;0,00;0,00;0,00;0,00;0,00;160,74;-9,51;0,00;0,00;1859,87;57,82;0,00;0,00;0,00;0,00
147;327,3;5,7;182,1;1;1;1;1;29912,49;327,30;158,78;0,00;1997,62;0,00;0,00;327,30;0,00;0,00;0,00;0,00;0,00;168,29;-9,51;0,00;0,00;1939,80;57,82;0,00;0,00;0,00;0,00
148;333,4;5,3;182,1;1;1;1;1;30579,33;333,40;162,09;0,00;2032,69;0,00;0,00;333,40;0,00;0,00;0,00;0,00;0,00;171,60;-9,51;0,00;0,00;1974,87;57,82;0,00;0,00;0,00;0,00
149;332,8;5,4;183,5;1;1;1;1;30740,22;332,80;161,77;0,00;2029,24;0,00;0,00;332,80;0,00;0,00;0,00;0,00;0,00;171,27;-9,51;0,00;0,00;1971,42;57,82;0,00;0,00;0,00;0,00
150;334,5;5,6;184,8;1;1;1;1;31138,85;334,50;162,69;0,00;2039,02;0,00;0,00;334,50;0,00;0,00;0,00;0,00;0,00;172,20;-9,51;0,00;0,00;1981,20;57,82;0,00;0,00;0,00;0,00
151;334;5,8;229,8;1;1;1;1;38392,35;334,00;162,42;0,00;2036,14;0,00;0,00;334,00;0,00;0,00;0,00;0,00;0,00;171,93;-9,51;0,00;0,00;1978,32;57,82;0,00;0,00;0,00;0,00
152;334,2;5,7;222,3;1;1;1;1;37200,43;334,20;162,53;0,00;2037,29;0,00;0,00;334,20;0,00;0,00;0,00;0,00;0,00;172,03;-9,51;0,00;0,00;1979,47;57,82;0,00;0,00;0,00;0,00
153;345;5,8;248,6;1;1;1;1;43045,70;345,00;168,40;0,00;2099,39;0,00;0,00;345,00;0,00;0,00;0,00;0,00;0,00;177,90;-9,51;0,00;0,00;2041,57;57,82;0,00;0,00;0,00;0,00
154;348,2;5,9;240,9;1;1;1;1;42201,09;348,20;170,13;0,00;2117,79;0,00;0,00;348,20;0,00;0,00;0,00;0,00;0,00;179,64;-9,51;0,00;0,00;2059,97;57,82;0,00;0,00;0,00;0,00
155;346,4;5,8;241,0;1;1;1;1;41963,74;346,40;169,16;0,00;2107,44;0,00;0,00;346,40;0,00;0,00;0,00;0,00;0,00;178,66;-9,51;0,00;0,00;2049,62;57,82;0,00;0,00;0,00;0,00
156;346,8;5,8;293,3;1;1;1;1;50878,46;346,80;169,37;0,00;2109,74;0,00;0,00;346,80;0,00;0,00;0,00;0,00;0,00;178,88;-9,51;0,00;0,00;2051,92;57,82;0,00;0,00;0,00;0,00
157;357,5;5,7;293,3;1;1;1;1;52694,50;357,50;175,19;0,00;2171,27;0,00;0,00;357,50;0,00;0,00;0,00;0,00;0,00;184,69;-9,51;0,00;0,00;2113,45;57,82;0,00;0,00;0,00;0,00
158;368,3;5,3;293,3;1;1;1;1;57375,69;368,30;220,00;0,00;2645,64;0,00;-71,70;220,00;220,00;0,00;0,00;0,00;0,00;110,00;110,00;0,00;0,00;1322,82;1322,82;0,00;0,00;0,00;0,00
159;377,2;5,1;293,3;1;1;1;1;58532,69;377,20;220,00;0,00;2645,64;0,00;-62,80;220,00;220,00;0,00;0,00;0,00;0,00;110,00;110,00;0,00;0,00;1322,82;1322,82;0,00;0,00;0,00;0,00
160;427,7;4,7;293,3;1;1;1;1;65097,69;427,70;220,00;0,00;2645,64;0,00;-12,30;220,00;220,00;0,00;0,00;0,00;0,00;110,00;110,00;0,00;0,00;1322,82;1322,82;0,00;0,00;0,00;0,00
161;448,4;4,0;293,3;1;1;1;1;78213,66;448,40;339,20;0,00;3825,27;0,00;8,40;220,00;220,00;0,00;0,00;0,00;119,20;110,00;110,00;0,00;1179,63;1322,82;1322,82;0,00;0,00;0,00;0,00
162;455,5;3,8;293,3;1;1;1;1;78794,96;455,50;338,60;0,00;3833,24;0,00;15,50;220,00;220,00;0,00;0,00;0,00;118,60;110,00;110,00;0,00;1187,60;1322,82;1322,82;0,00;0,00;0,00;0,00
163;457,9;3,7;293,3;1;1;1;1;78998,27;457,90;338,40;0,00;3835,65;0,00;17,90;220,00;220,00;0,00;0,00;0,00;118,40;110,00;110,00;0,00;1190,01;1322,82;1322,82;0,00;0,00;0,00;0,00
164;395,3;3,4;293,3;1;1;1;1;60885,69;395,30;220,00;0,00;2645,64;0,00;-44,70;220,00;220,00;0,00;0,00;0,00;0,00;110,00;110,00;0,00;0,00;1322,82;1322,82;0,00;0,00;0,00;0,00
165;445;3,2;293,3;1;1;1;1;77947,99;445,00;339,50;0,00;3821,03;0,00;5,00;220,00;220,00;0,00;0,00;0,00;119,50;110,00;110,00;0,00;1175,39;1322,82;1322,82;0,00;0,00;0,00;0,00
166;418,6;3,0;211,6;1;1;1;1;45940,69;418,60;220,00;0,00;2645,64;0,00;-21,40;220,00;220,00;0,00;0,00;0,00;0,00;110,00;110,00;0,00;0,00;1322,82;1322,82;0,00;0,00;0,00;0,00
167;404,4;2,7;247,6;1;1;1;1;52014,69;404,40;220,00;0,00;2645,64;0,00;-35,60;220,00;220,00;0,00;0,00;0,00;0,00;110,00;110,00;0,00;0,00;1322,82;1322,82;0,00;0,00;0,00;0,00
168;485,2;2,5;187,1;1;1;1;1;46432,33;485,20;325,10;0,00;3724,51;0,00;45,20;220,00;220,00;0,00;0,00;0,00;105,10;110,00;110,00;0,00;1078,87;1322,82;1322,82;0,00;0,00;0,00;0,00
169;424,8;0,7;185,2;1;1;1;1;40938,69;424,80;220,00;0,00;2645,64;0,00;-15,20;220,00;220,00;0,00;0,00;0,00;0,00;110,00;110,00;0,00;0,00;1322,82;1322,82;0,00;0,00;0,00;0,00
170;410,6;0,6;184,7;1;1;1;1;38982,69;410,60;220,00;0,00;2645,64;0,00;-29,40;220,00;220,00;0,00;0,00;0,00;0,00;110,00;110,00;0,00;0,00;1322,82;1322,82;0,00;0,00;0,00;0,00
171;403,5;0,5;183,5;1;1;1;1;37795,69;403,50;220,00;0,00;2645,64;0,00;-36,50;220,00;220,00;0,00;0,00;0,00;0,00;110,00;110,00;0,00;0,00;1322,82;1322,82;0,00;0,00;0,00;0,00
172;481,8;0,4;183,5;1;1;1;1;44881,03;481,80;325,10;0,00;3721,58;0,00;41,80;220,00;220,00;0,00;0,00;0,00;105,10;110,00;110,00;0,00;1075,94;1322,82;1322,82;0,00;0,00;0,00;0,00
173;478,3;0,4;184,5;1;1;1;1;44813,99;478,30;325,10;0,00;3718,56;0,00;38,30;220,00;220,00;0,00;0,00;0,00;105,10;110,00;110,00;0,00;1072,92;1322,82;1322,82;0,00;0,00;0,00;0,00
174;462;0,4;185,2;1;1;1;1;43215,30;462,00;325,10;0,00;3704,48;0,00;22,00;220,00;220,00;0,00;0,00;0,00;105,10;110,00;110,00;0,00;1058,84;1322,82;1322,82;0,00;0,00;0,00;0,00
175;463,5;0,4;229,8;1;1;1;1;58067,37;463,50;334,70;0,00;3802,97;0,00;23,50;220,00;220,00;0,00;0,00;0,00;114,70;110,00;110,00;0,00;1157,33;1322,82;1322,82;0,00;0,00;0,00;0,00
176;461,9;0,2;231,8;1;1;1;1;58579,85;461,90;335,60;0,00;3810,54;0,00;21,90;220,00;220,00;0,00;0,00;0,00;115,60;110,00;110,00;0,00;1164,90;1322,82;1322,82;0,00;0,00;0,00;0,00
177;465,4;0,2;240,9;1;1;1;1;61975,39;465,40;335,70;0,00;3817,15;0,00;25,40;220,00;220,00;0,00;0,00;0,00;115,70;110,00;110,00;0,00;1171,51;1322,82;1322,82;0,00;0,00;0,00;0,00
178;465,2;0,2;240,9;1;1;1;1;61955,92;465,20;335,70;0,00;3816,84;0,00;25,20;220,00;220,00;0,00;0,00;0,00;115,70;110,00;110,00;0,00;1171,20;1322,82;1322,82;0,00;0,00;0,00;0,00
179;466,7;0,1;240,9;1;1;1;1;62102,65;466,70;335,30;0,00;3814,53;0,00;26,70;220,00;220,00;0,00;0,00;0,00;115,30;110,00;110,00;0,00;1168,89;1322,82;1322,82;0,00;0,00;0,00;0,00
180;465;0,2;240,9;1;1;1;1;61936,46;465,00;335,80;0,00;3817,68;0,00;25,00;220,00;220,00;0,00;0,00;0,00;115,80;110,00;110,00;0,00;1172,04;1322,82;1322,82;0,00;0,00;0,00;0,00
181;465,3;0,4;240,9;1;1;1;1;61965,65;465,30;335,70;0,00;3816,99;0,00;25,30;220,00;220,00;0,00;0,00;0,00;115,70;110,00;110,00;0,00;1171,35;1322,82;1322,82;0,00;0,00;0,00;0,00
182;462,3;0,6;240,9;1;1;1;1;58318,77;462,30;232,11;0,00;2773,87;0,00;0,00;462,30;0,00;0,00;0,00;0,00;0,00;241,62;-9,51;0,00;0,00;2716,05;57,82;0,00;0,00;0,00;0,00
183;468,1;0,7;240,9;1;1;1;1;59138,07;468,10;235,26;0,00;2807,22;0,00;0,00;468,10;0,00;0,00;0,00;0,00;0,00;244,77;-9,51;0,00;0,00;2749,40;57,82;0,00;0,00;0,00;0,00
184;474,9;0,5;232,0;1;1;1;1;57971,91;474,90;238,96;0,00;2846,32;0,00;0,00;474,90;0,00;0,00;0,00;0,00;0,00;248,46;-9,51;0,00;0,00;2788,50;57,82;0,00;0,00;0,00;0,00
185;422,6;0,3;240,9;1;1;1;1;52710,78;422,60;210,55;0,00;2545,59;0,00;0,00;422,60;0,00;0,00;0,00;0,00;0,00;220,05;-9,51;0,00;0,00;2487,77;57,82;0,00;0,00;0,00;0,00
186;462;0,4;246,7;1;1;1;1;59621,71;462,00;231,95;0,00;2772,14;0,00;0,00;462,00;0,00;0,00;0,00;0,00;0,00;241,46;-9,51;0,00;0,00;2714,32;57,82;0,00;0,00;0,00;0,00
187;462,6;0,4;267,6;1;1;1;1;64562,93;462,60;232,28;0,00;2775,59;0,00;0,00;462,60;0,00;0,00;0,00;0,00;0,00;241,78;-9,51;0,00;0,00;2717,77;57,82;0,00;0,00;0,00;0,00
188;466,4;0,1;254,0;1;1;1;1;61967,80;466,40;234,34;0,00;2797,44;0,00;0,00;466,40;0,00;0,00;0,00;0,00;0,00;243,85;-9,51;0,00;0,00;2739,62;57,82;0,00;0,00;0,00;0,00
189;462,5;0,2;240,9;1;1;1;1;58347,02;462,50;232,22;0,00;2775,02;0,00;0,00;462,50;0,00;0,00;0,00;0,00;0,00;241,73;-9,51;0,00;0,00;2717,20;57,82;0,00;0,00;0,00;0,00
190;454,3;0,2;211,4;1;1;1;1;50469,54;454,30;227,77;0,00;2727,87;0,00;0,00;454,30;0,00;0,00;0,00;0,00;0,00;237,27;-9,51;0,00;0,00;2670,05;57,82;0,00;0,00;0,00;0,00
191;455,2;-0,1;245,7;1;1;1;1;58411,46;455,20;228,26;0,00;2733,04;0,00;0,00;455,20;0,00;0,00;0,00;0,00;0,00;237,76;-9,51;0,00;0,00;2675,22;57,82;0,00;0,00;0,00;0,00
192;448,2;-0,5;185,2;1;1;1;1;43824,91;448,20;224,45;0,00;2692,79;0,00;0,00;448,20;0,00;0,00;0,00;0,00;0,00;233,96;-9,51;0,00;0,00;2634,97;57,82;0,00;0,00;0,00;0,00
193;430,1;-1,0;182,1;1;1;1;1;41150,44;430,10;214,62;0,00;2588,72;0,00;0,00;430,10;0,00;0,00;0,00;0,00;0,00;224,13;-9,51;0,00;0,00;2530,90;57,82;0,00;0,00;0,00;0,00
194;422,1;-1,0;182,1;1;1;1;1;40275,89;422,10;210,28;0,00;2542,72;0,00;0,00;422,10;0,00;0,00;0,00;0,00;0,00;219,78;-9,51;0,00;0,00;2484,90;57,82;0,00;0,00;0,00;0,00
195;411,5;-1,1;181,7;1;1;1;1;39035,30;411,50;204,52;0,00;2481,77;0,00;0,00;411,50;0,00;0,00;0,00;0,00;0,00;214,02;-9,51;0,00;0,00;2423,95;57,82;0,00;0,00;0,00;0,00
196;411,1;-1,9;181,7;1;1;1;1;38991,66;411,10;204,30;0,00;2479,47;0,00;0,00;411,10;0,00;0,00;0,00;0,00;0,00;213,81;-9,51;0,00;0,00;2421,65;57,82;0,00;0,00;0,00;0,00
197;414;-2,5;182,1;1;1;1;1;39390,41;414,00;205,88;0,00;2496,14;0,00;0,00;414,00;0,00;0,00;0,00;0,00;0,00;215,38;-9,51;0,00;0,00;2438,32;57,82;0,00;0,00;0,00;0,00
198;416,2;-2,9;182,1;1;1;1;1;39630,91;416,20;207,07;0,00;2508,79;0,00;0,00;416,20;0,00;0,00;0,00;0,00;0,00;216,58;-9,51;0,00;0,00;2450,97;57,82;0,00;0,00;0,00;0,00
199;415;-2,9;182,1;1;1;1;1;39499,73;415,00;206,42;0,00;2501,89;0,00;0,00;415,00;0,00;0,00;0,00;0,00;0,00;215,93;-9,51;0,00;0,00;2444,07;57,82;0,00;0,00;0,00;0,00
200;436,9;-3,2;185,0;1;1;1;1;42526,92;436,90;218,32;0,00;2627,82;0,00;0,00;436,90;0,00;0,00;0,00;0,00;0,00;227,82;-9,51;0,00;0,00;2570,00;57,82;0,00;0,00;0,00;0,00
201;437,6;-3,4;225,5;1;1;1;1;51461,74;437,60;218,70;0,00;2631,84;0,00;0,00;437,60;0,00;0,00;0,00;0,00;0,00;228,20;-9,51;0,00;0,00;2574,02;57,82;0,00;0,00;0,00;0,00
202;438,6;-3,2;247,5;1;1;1;1;56417,91;438,60;219,24;0,00;2637,59;0,00;0,00;438,60;0,00;0,00;0,00;0,00;0,00;228,75;-9,51;0,00;0,00;2579,77;57,82;0,00;0,00;0,00;0,00
203;411,9;-2,6;249,4;1;1;1;1;52939,56;411,90;204,74;0,00;2484,07;0,00;0,00;411,90;0,00;0,00;0,00;0,00;0,00;214,24;-9,51;0,00;0,00;2426,25;57,82;0,00;0,00;0,00;0,00
204;465;-1,5;249,4;1;1;1;1;60685,60;465,00;233,58;0,00;2789,39;0,00;0,00;465,00;0,00;0,00;0,00;0,00;0,00;243,09;-9,51;0,00;0,00;2731,57;57,82;0,00;0,00;0,00;0,00
205;410,4;0,2;249,4;1;1;1;1;52720,74;410,40;203,92;0,00;2475,44;0,00;0,00;410,40;0,00;0,00;0,00;0,00;0,00;213,43;-9,51;0,00;0,00;2417,62;57,82;0,00;0,00;0,00;0,00
206;393;1,8;249,4;1;1;1;1;50182,49;393,00;194,47;0,00;2375,39;0,00;0,00;393,00;0,00;0,00;0,00;0,00;0,00;203,98;-9,51;0,00;0,00;2317,57;57,82;0,00;0,00;0,00;0,00
207;398,1;2,3;249,4;1;1;1;1;50926,46;398,10;197,24;0,00;2404,72;0,00;0,00;398,10;0,00;0,00;0,00;0,00;0,00;206,75;-9,51;0,00;0,00;2346,90;57,82;0,00;0,00;0,00;0,00
208;418,3;2,3;247,5;1;1;1;1;53477,56;418,30;208,21;0,00;2520,87;0,00;0,00;418,30;0,00;0,00;0,00;0,00;0,00;217,72;-9,51;0,00;0,00;2463,05;57,82;0,00;0,00;0,00;0,00
209;423,1;2,1;249,4;1;1;1;1;54573,38;423,10;210,82;0,00;2548,47;0,00;0,00;423,10;0,00;0,00;0,00;0,00;0,00;220,33;-9,51;0,00;0,00;2490,65;57,82;0,00;0,00;0,00;0,00
210;441,9;1,9;251,3;1;1;1;1;57735,81;441,90;221,03;0,00;2656,57;0,00;0,00;441,90;0,00;0,00;0,00;0,00;0,00;230,54;-9,51;0,00;0,00;2598,75;57,82;0,00;0,00;0,00;0,00
211;467,8;2,1;249,4;1;1;1;1;61094,06;467,80;235,10;0,00;2805,49;0,00;0,00;467,80;0,00;0,00;0,00;0,00;0,00;244,61;-9,51;0,00;0,00;2747,67;57,82;0,00;0,00;0,00;0,00
212;471;2,5;249,4;1;1;1;1;61560,86;471,00;236,84;0,00;2823,89;0,00;0,00;471,00;0,00;0,00;0,00;0,00;0,00;246,35;-9,51;0,00;0,00;2766,07;57,82;0,00;0,00;0,00;0,00
213;466,9;2,5;247,5;1;1;1;1;60517,00;466,90;234,61;0,00;2800,32;0,00;0,00;466,90;0,00;0,00;0,00;0,00;0,00;244,12;-9,51;0,00;0,00;2742,50;57,82;0,00;0,00;0,00;0,00
214;463,3;2,1;187,0;1;1;1;1;45919,83;463,30;232,66;0,00;2779,62;0,00;0,00;463,30;0,00;0,00;0,00;0,00;0,00;242,16;-9,51;0,00;0,00;2721,80;57,82;0,00;0,00;0,00;0,00
215;447,1;1,9;183,8;1;1;1;1;43389,41;447,10;223,86;0,00;2686,47;0,00;0,00;447,10;0,00;0,00;0,00;0,00;0,00;233,36;-9,51;0,00;0,00;2628,65;57,82;0,00;0,00;0,00;0,00
216;455,6;1,9;170,0;1;1;1;1;41173,52;455,60;228,47;0,00;2735,34;0,00;0,00;455,60;0,00;0,00;0,00;0,00;0,00;237,98;-9,51;0,00;0,00;2677,52;57,82;0,00;0,00;0,00;0,00
217;425,2;1,2;165,1;1;1;1;1;37011,45;425,20;211,96;0,00;2560,54;0,00;0,00;425,20;0,00;0,00;0,00;0,00;0,00;221,47;-9,51;0,00;0,00;2502,72;57,82;0,00;0,00;0,00;0,00
218;427,7;1,6;137,4;1;1;1;1;31352,73;427,70;213,32;0,00;2574,92;0,00;0,00;427,70;0,00;0,00;0,00;0,00;0,00;222,82;-9,51;0,00;0,00;2517,10;57,82;0,00;0,00;0,00;0,00
219;425,3;1,0;137,4;1;1;1;1;31148,64;425,30;212,01;0,00;2561,12;0,00;0,00;425,30;0,00;0,00;0,00;0,00;0,00;221,52;-9,51;0,00;0,00;2503,30;57,82;0,00;0,00;0,00;0,00
220;425,4;1,9;137,4;1;1;1;1;31157,15;425,40;212,07;0,00;2561,69;0,00;0,00;425,40;0,00;0,00;0,00;0,00;0,00;221,58;-9,51;0,00;0,00;2503,87;57,82;0,00;0,00;0,00;0,00
221;427,2;2,0;137,4;1;1;1;1;31310,21;427,20;213,05;0,00;2572,04;0,00;0,00;427,20;0,00;0,00;0,00;0,00;0,00;222,55;-9,51;0,00;0,00;2514,22;57,82;0,00;0,00;0,00;0,00
222;433;2,1;137,4;1;1;1;1;31803,43;433,00;216,20;0,00;2605,39;0,00;0,00;433,00;0,00;0,00;0,00;0,00;0,00;225,70;-9,51;0,00;0,00;2547,57;57,82;0,00;0,00;0,00;0,00
223;433,4;2,2;137,4;1;1;1;1;31837,44;433,40;216,41;0,00;2607,69;0,00;0,00;433,40;0,00;0,00;0,00;0,00;0,00;225,92;-9,51;0,00;0,00;2549,87;57,82;0,00;0,00;0,00;0,00
224;433,7;1,8;137,4;1;1;1;1;31862,95;433,70;216,58;0,00;2609,42;0,00;0,00;433,70;0,00;0,00;0,00;0,00;0,00;226,08;-9,51;0,00;0,00;2551,60;57,82;0,00;0,00;0,00;0,00
225;427,9;2,0;150,5;1;1;1;1;34165,64;427,90;213,43;0,00;2576,07;0,00;0,00;427,90;0,00;0,00;0,00;0,00;0,00;222,93;-9,51;0,00;0,00;2518,25;57,82;0,00;0,00;0,00;0,00
226;419,1;2,5;173,4;1;1;1;1;38132,70;419,10;208,65;0,00;2525,47;0,00;0,00;419,10;0,00;0,00;0,00;0,00;0,00;218,15;-9,51;0,00;0,00;2467,65;57,82;0,00;0,00;0,00;0,00
227;407,7;3,0;181,8;1;1;1;1;38640,97;407,70;202,45;0,00;2459,92;0,00;0,00;407,70;0,00;0,00;0,00;0,00;0,00;211,96;-9,51;0,00;0,00;2402,10;57,82;0,00;0,00;0,00;0,00
228;401,8;3,7;183,7;1;1;1;1;38375,52;401,80;199,25;0,00;2425,99;0,00;0,00;401,80;0,00;0,00;0,00;0,00;0,00;208,76;-9,51;0,00;0,00;2368,17;57,82;0,00;0,00;0,00;0,00
229;378;4,1;183,7;1;1;1;1;35753,05;378,00;186,32;0,00;2289,14;0,00;0,00;378,00;0,00;0,00;0,00;0,00;0,00;195,83;-9,51;0,00;0,00;2231,32;57,82;0,00;0,00;0,00;0,00
230;355,9;4,2;183,7;1;1;1;1;33317,91;355,90;174,32;0,00;2162,07;0,00;0,00;355,90;0,00;0,00;0,00;0,00;0,00;183,82;-9,51;0,00;0,00;2104,25;57,82;0,00;0,00;0,00;0,00
231;342,4;4,3;182,1;1;1;1;1;31563,20;342,40;166,98;0,00;2084,44;0,00;0,00;342,40;0,00;0,00;0,00;0,00;0,00;176,49;-9,51;0,00;0,00;2026,62;57,82;0,00;0,00;0,00;0,00
